L,N,k,instance_idx,n_colors,n_quartets,rng_seed,syk_generator_model,quartet_sampling_model,coupling_model,parent_coloring_model,numpy_version,networkx_version,quartets_sha256,coloring_sha256
12,144,1.0,1,15,282,1,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,df7b405d2d7c5aac28dc9dd0834e740973133758383806c8e540769d46089f88,bb8eea64ec4acabd46d645daaea579be8f736683e02d24aa119570bdd8e1129a
12,144,1.0,2,18,291,2,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,4f230ba956271a08f628b37f6f463b532940cde66858628e4f32bc212845661e,9e2f552130e36fc3bac16debe93bb34335a5327ce8b45c06a2b97d84c4017e14
12,144,1.0,3,18,285,3,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,cfa8ee4ba223b3527e2dd6115aee4275f0f8cb56cf523f5244bd9c6a18c0a53c,4bbcdf505b5386e0a7a7ab6afa0de9460c555e942f3fc1f854974020a1704372
12,144,1.0,4,14,250,4,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,4b551342ca13f28a3ef51df1e1fc42ba69ad5a4b64f08ef0b169dde7b3170728,58b4a1ebd06c83beb482d35331bda70f570c2102900c9e160c0d3bd23ce81787
12,144,1.0,5,18,304,5,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,14f8e4e45dfc7c354b507be77cfcae41be9be5e8b353f902843e4ea6767f8fd5,cc7b19b11d9490df96d46a9577d080caa8a5b34651c9c8e1e8c5a94f0f3b44ea
12,144,1.0,6,17,303,6,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,54ff85c0cb3bc9f320572f3f5b02196fdb98023630540a646ddae099b328882c,7d55c24e7e93d2af9fa09a803effb8074cd8d95156f39db1401995105e08bc37
12,144,1.0,7,20,290,7,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,0d1802d19b63459254d8c81cc891ee9bcfc011675b98d837e3b86853afbaaabb,436f75f8d8341b431055ccd17b8dd794392518045246e05843f5e83f35807f28
12,144,1.0,8,17,272,8,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,2062bbc1085e1255db95a86efcea14073c5907b446d61c366040236f116bdf43,006d9482f2204cd29acb76c903e0ef6bccd3026f35e8358bc5b4eea55f45f1c9
12,144,1.0,9,19,307,9,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,2fff22c97b09108d4e9a8e0b3f4f9334d787d7f6b0e1bb634e63276d6359a0a4,21d72fa438b0f14d86b7f30ecce0b3ffcea384ceafbc6e7d214d3c2f80e22637
12,144,2.0,0,29,607,0,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,25949d7e97339f2739853b81eb298373c93a4e10e09e9a86251fa95692317790,7e37f185356c178c76464bcd6fc8886866e16b8ec8881910db4e5a46c8ebc23c
12,144,2.0,1,27,565,1,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,2c7a934b784b51f551f31282960df9c7c74adcdd28eb286c26d95700c8e461eb,d4bf632ec7a9c8617059d17b70ff8ddd6eae3b7540c0a99f86de11ba412f0795
12,144,2.0,2,28,580,2,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,59aa06cbbc872e3239266862f18a07db1f10385145167c6564aed844cb7bf56c,627f8b150f61a3cc8e9668530d8294483c2842d8382f928a605df9ebf3558c64
12,144,2.0,3,30,570,3,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,69205847d94e38e7dc09469681e7cbf630552bf70abe8e89e471e61d62ce73cb,a7c85c6f84c0aa54d474df24129a477250c4b2575a7220d60e9e78a904ddaf4c
12,144,2.0,4,25,520,4,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,ee4915b4b0d65217391a4323415a86f59cf0747f45d55b76ea573a0ae32d9000,79b019d3a9513c49eef712273b786233cfe1da56f1da96d38034b7afa605ad40
12,144,2.0,5,30,598,5,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,ba79d69c5ca9b5fb7afc9f7ea62c4187447b5669df506faf03616e691ffc1f03,a48d810bcb1f007d33b2d0f3c3c3db22c00ef2177dc6b0c57d2aa748563b5514
12,144,2.0,6,28,596,6,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,0515075b840985891e90edf68b10737119dc52cb5fd11d8220aa36630b3b28ea,36b6ac683311e4d757b2d4d63e058d245f486903c1fab477b96bfbdf01ef2a32
12,144,2.0,7,28,576,7,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,fa43d812adc533176d407f9bff1db5024e5c2048ab8e52f2bbd34b3bc072d3d0,2a851af0c4d197f95a91d22a7cb8470b557dcb88203689bf3e474e8751abc2b6
12,144,2.0,8,27,551,8,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,9d32332566c9a87debfb1859c6afd227d10fefa32eab33ef5174757cf599041a,ef5824ccf5f882de74f3f8b68e0265c65644703828e91eb726e4e403f47dda46
12,144,2.0,9,30,595,9,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,2170d2db0e5eed5c0cc3ae9d6f8af89fd1d747d31a1205a334ab0fcdbebf55d2,5b90c132d40f1f471e7df4a53c72a355fbdfd70536f6f75b6e2193a7db773bb0
12,144,3.0,0,41,901,0,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,92672d4c014c8ce6682ec4cadd920a5cbd74173dcd143b832230435f3532fed6,26003fa03e25737b38ca2a3aaa7771304848d6a81d679a1d49f2aecfa7ecd98d
12,144,3.0,1,38,850,1,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,9533bf5b1f0818f9c7bd72f39279ff7f670b3a782328d8f75ce8088b80e302aa,2b91a49d5ebf39fe278de0b7e9bb05453b9220d233809dc74cf81e91e4dc4b20
12,144,3.0,2,39,868,2,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,bdae01d769c582b70bb5d9424dbd17dd67c79db951fa3a95b76de3fe4d33935c,481e6aee5c0660e4f4f261a64970d493e9c659f886f27ba52f58e5b9b82ce78e
12,144,3.0,3,41,857,3,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,76720591e03604a7226f7bad5ff13b208d3ea88a540fabe32f86f640ace00df0,69ecad759439093a542848c98ceba93df5d29624039a06105f5582165d6ae5ac
12,144,3.0,4,43,923,4,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,80467b958d8f572e5afac68c671245a63a8beb93a0de357786e32355edffd324,b19db1d70b9968611c52fae377e5d5f74f5343079003832a967a3f560db30db3
12,144,3.0,5,38,850,5,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,20b11affef3f21dc24784b587f44c475692c476e1120b86ed46591e79954a825,ba2280c30a62c9f190208c0d5e70d31e4f3af4723b616d81e6a81b0b115640ad
12,144,3.0,6,41,888,6,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,29e9f44f6d2a55ba8cb3737830c84122aa5d17a859071ad89fce0d37f9883c66,23a36eadfe8879d793b27c6d4c9bc6a2108b76df450d9a790dafa1264e1d0e66
12,144,3.0,7,39,862,7,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,f89842917760f48ce10b33af62f10afc4b5fa7c875ffd544209a8bd56fd25aca,1a9a2b7ad1ba9fab1a1fb3816c01f78f76d5ef9c5b8ba7098f1e9914bf044953
12,144,3.0,8,39,832,8,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,8c2789baf8c21a9635ace7c5c20344bf5d233a03d3d6617795d05b8a2ff542a8,400aaa0e683978c80d1203f879d067611e6071c02a8738bbb3da5f76ee145243
12,144,3.0,9,40,884,9,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,f956bd650c1b19c98339a465c4e1896da485bf15039c0f2c6f6d7147dbbd132b,6fffc671a039069aa8c1e6feb8d7417216061a1b0b3d6245eb75854e8d293971
13,169,0.5,0,11,150,0,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,0ae922d43a6e7a46f396e7e1d134e917d719c702b65ed169e63a5ea76fc68037,02aef6224cf9d01c3df445d387f526585b4a20a3445e89f214a495a25d97f648
13,169,0.5,1,11,166,1,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,96bed56b9202454848658856bc85eb576fd90e02b0f454b9137e1d8bcf4a5cc6,c9d1bf8a5a662c9ae7c674636e679853b61f1bbaa1b0d9cf4a387334b362e3b7
13,169,0.5,2,11,172,2,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,5e097872b1f60c7210a41db09ce70415eeedf49dc03215303ea9466ae96d87b8,a53a1ff68ac2667dfb943dbfa01c2116d547ea02452fbdcd178dfff0369980cd
13,169,0.5,3,11,167,3,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,ba891b625e8d144f4a7a2fc1d4c3d7cc5916e9749102cb60bf57e0fd6a455f51,fcea270d7ae3945291aab5a68d056c2f6f45f43fba89d8e6cda7b038f7b94bfc
13,169,0.5,4,11,184,4,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,6be36e8fe9adc8c6eaf969d564199a037004f5de204b6df87773250b91258119,741b617140da4f02a8bce4f2d4d296966af72a2fefed72b1c68cc9b83bf3af24
13,169,0.5,5,11,182,5,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,8e6c852aa494e1c43f4fe811995df6e2621b82385ee5fffd59ef43b21fedbe4f,d058e1707d0998c7ab60368568eb95ae0c0db3353528f78cce23254ab45c82e5
13,169,0.5,6,10,182,6,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,4bdb774523e79e1c2ce5f70c0b33b864bd71f3d713e147e54ffd832a0304fc2e,321ef7a95687bd1ea93d8153bc528b49d27d2a10e33f44ce7c56b52c4a356450
13,169,0.5,7,10,172,7,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,8da40608748d7e20ebec9f6a2b1b00b9b81f540ed6c7267d9133b1f7b63d2f0d,b92cbaba34c58205fcc5fc3f0165e592847f6f98fa888956068b49eef569609e
13,169,0.5,8,10,158,8,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,dc3f31f712224b23b2d0a1f4f091b17132cadb23d574a7b91d0e52aa6a706690,ee95d7da30dd018b78bd0362cb9e8fd36c2caacb10de1c4996a4c90710cc4c00
13,169,0.5,9,11,187,9,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,8be0fd4c0aefc13216041a7d070573c5511211e4b5633e070b6d0874ee4ee18f,1564949f61144c33a94c32b64e9c79491080530958c30c9da92b456473a8b2f8
13,169,1.0,0,18,362,0,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,8638e1b35115af5753817cd5f0a93d4c6e1225047bab36138161d9e20ae2d74a,5cfeffd179fb3fb8b849ebcaf28b71074044a0cdb68999a69356dbf25262b4fb
13,169,1.0,1,16,331,1,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,5d513e7863558904d3b4253c9bb5cc25208b01cbe5e2e33031f5b8b1edeef347,d3b73f31a7367ed17761ce6627ea094f33f22b3713d7aca0a3db4e20311ef5a8
13,169,1.0,2,17,341,2,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,fc93a4128c90c006d135b56f3926cb8d613f574f9ba3bbd4bd9ae521531506b7,387e79974849c9ffc7548cd9932a702b33037df2e9acf49e78d46b783366d311
13,169,1.0,3,16,334,3,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,f13013ac8bb337f24afad51283f6cafd240c4503dc63d1e64b0ef2600f9a00b8,f515510201ea7b5bba2008f22f7dab1a68b3e9ecc0ffac9bd330d223991180e2
13,169,1.0,4,16,296,4,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,66fc93b26066e14b97a636f3b19f3023a1b6721d7f350f14c78323c626b7bf20,2a785a5c7dedd8ae54e5171393c9b08eac2a3c5036423961355bbd69229c5706
13,169,1.0,5,16,355,5,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,a4aca9c13547dab6521d00d014a5ebdeaf27fb17a721915ea08248a7a41c811f,5f1f0275150cebc98f3550c0ad3b20ccc0c4db67e1b2b2aee0d6bc49942f526a
13,169,1.0,6,16,354,6,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,8563059db106b0ef488d2d8b8ce56f48e52184b87e582f799206361554cdf73a,10d503cb6700c859fce4a8659c5b7a7ed6823f961104fb8bdba7e2032ae4d360
13,169,1.0,7,17,339,7,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,db073447d95c06e5fed3ff67b30b927380330f1a1496d882f1bde9b256d1c0dc,ebf6d546775ce35cbbfd91ffa38355a14be3e4c1f7c7c46bb6a22c436d2e1b06
13,169,1.0,8,18,320,8,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,0a113c7b47892a13298442042dd29737d140cca7862edaf6f97bb305ec0773ff,6ddbe36e66f82f8bcb2f44472222a725c03d113bbc48657aead79afccb704f06
13,169,1.0,9,18,357,9,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,9a3bb18a2951368ec961234bfd47f051826e3ca8bec60ad3af61aa8c55a00b69,a96bfbd842095e424c122837888eeda6b8a2eefc4399d931982bcb9515179537
13,169,2.0,0,29,709,0,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,f97c490ab924b9e32677c9203ee72a54bbcdf05b59713b41093e0df5eb0d9577,9dde0ab3f51f28a53ce2c8f31b1a1b6d79d5163d791e47ae5082144193ea99ef
13,169,2.0,1,29,664,1,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,efb85893c62485f0ee29a9d9eb0b79f6c8c3de22d33ea84cdbbed6b249aa38ec,bd50652ce68283c5f1274c843724f0e1d70a692f2fbe05fdb26f83dd58012544
13,169,2.0,2,28,680,2,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,a40bd97c994bf0971c091a590871d380abfc15b559f33e38b66496a59fe12483,b3c2110ae68424731eb4c286ac3279e75203252e6a19786e5380d9c3eff88b65
13,169,2.0,3,27,670,3,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,598aad088d86be5b4e4b0718a28997674da607825de36cc5b9c5aac8c6c33316,5914c18057042ced9358f1345743f47f4bf001f2d72aa8e1ed19fd84373e5300
13,169,2.0,4,27,615,4,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,861597e10c3465e856558e54e9df2b99b17186106bd419c81d1b982f59680590,1e892525700bca9a280910d3fd99a7aa02e463908e53a6c88dcc4c1bfe7137e7
13,169,2.0,5,29,699,5,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,7fb8ed6542cb466501ad9f47bc904d7c1b4f9807c7cbe578b3099ed2c01e4dde,409edf95721f83eb711704dfec15561d057d270b044fe1961d45807953d6248c
13,169,2.0,6,29,698,6,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,c7794056f926f02fe1e60a9527e7d07ae18aac6ffeba46771ba30348c20267bd,29598c9e3b9085ce4bb0cad50bf78277e123d3d75c80c8e418d4cfb32f6e085d
13,169,2.0,7,28,675,7,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,abe778a8d077b80b5789837dfae47b982d8aa3a2616665fa5cfb545aee60864c,77c49ed9b76fdd1d0db919e12103c10df58445cb9bb66ed152ac31a706846c34
13,169,2.0,8,27,648,8,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,f77085204ff986d766c0c4b2f2417db7e6bfb543266f2ca9a96cefaa61feb47d,1a8c3c66ae76a04543067ae0da9545765fcf0c52b385fdcdc3980c175c967bd0
13,169,2.0,9,30,696,9,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,a2f9484477d1c4d17306fe0fb922038461d9199c35ece2c449ba8f9aaad770c0,4c16bce4914c4b861bf4f9b9347b39234841d168356858648d40f4d8ec0e0dd2
13,169,3.0,0,42,1054,0,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,585f579f407c03bc38e71bc2e958ce69851f8036e73e8f32cdca5fe55f197c78,3414bfa7ef29032282318eba72f430fd48c2b3032e1bb0b1433ff6d38ffd2982
13,169,3.0,1,46,998,1,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,2d6150f81f473f3e579c38723e5819fa4807e735bea45575445b22a331e97d23,77295503bf573c68245b82987b8bae4a990264e31def56ac2908540258c1268b
13,169,3.0,2,40,1018,2,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,f8618b9e3da4af5cbb431d52787714e6148adb34421c7b40edb2665b859fd3ad,556eb2ed0a5334762bb0298ecd75210920d20d027ac59e4296c69715962c5418
13,169,3.0,3,39,1006,3,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,76b1900dba34410ed305e854063b9f50502f73d22676e8e149b8ded92006ad15,74e76c5728e5d1c4cbc7e2ea7cd8b70e051b1d793c44ba1ca017b188aea9e00f
13,169,3.0,4,41,1077,4,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,accc9002f262ff6b641bb813964805721d6f7c35dde882033048f2f4b82897ec,136c63d61ce19e5683112b68d2ce7a97bcad043d54429bed565fc9586c77b7bf
13,169,3.0,5,38,996,5,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,67531de3795b94c5b9e8b01d1315acd8489c052c7fa9bbed98da661370cf41ec,e343ac832a0591ea750ba8e81bc297421dea471e443148f6f7e2ef35282e8bed
13,169,3.0,6,42,1040,6,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,7e6d7c098f7a5177c9a72f11836890e1c22bb43ada5c74eb5166dd31c2e0fdc0,2209016d3ae42a44c2f2bd62983d8c139227abf9721ce4e60f8d3b644dccd91e
13,169,3.0,7,39,1012,7,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,d253aa5d380e1a65aac9f0826575aee9067771df78d6d5371b97181777fb0c52,e54d05957c2082fe35732231b181a6371c6d690730843b84bba409ba031bf22f
13,169,3.0,8,38,979,8,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,d7df81ca616f7b7974b428aa6e9faeeb6c8f85409af6974ec5f2c0609eee557c,6dd9ac1502c1b10c1edb53818b9669dfa6626e8948d6cba94dea86ea9d8c64ba
13,169,3.0,9,41,1034,9,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,9e242ed3844bb768c7d932e137a735e00f5f3eb71e6f4b51f6cb38bad3c2be4b,90619c8ecb1a00bace80cb0f65c3f84c26a76ace979f9618a65c0b713062036a
14,196,0.5,0,9,171,0,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,4af55c1fbde592a282e16ae221450de99ffcb5c7d6461ec5423bd3a90791e6ee,5bd97355ebe2f823af0e8ae2689a90e47e98d26e0c6555f39a592ef54d91eb1a
14,196,0.5,1,10,192,1,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,eb6d62069935591f90dd48fb38caf3717c55374afd851c31bd8ed4d0c410d16f,be8d6e2c6fb7d37818b12140ef3097bd71229e1d42ac3c13ade063e73e93ef95
