L,N,k,instance_idx,n_colors,n_quartets,rng_seed,syk_generator_model,quartet_sampling_model,coupling_model,parent_coloring_model,numpy_version,networkx_version,quartets_sha256,coloring_sha256
8,64,1.0,1,16,127,1,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,12bcbee118bb8e590465ac76324dff2f7d1366e33d8d5a8c4dc68cf2d66c3793,2490c874b09ce123c89c6fec1141726eb18dea60e055a55fc61add4a7e12d634
8,64,1.0,2,15,131,2,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,f7b92b28e3c5ff6bc0f9e7f1cbea4cc9bdd502234578419e6508690ddc053f67,04879a274cf805aed2b05c5871d610ffc6079e3592b83735f4bdc13fffbdb3be
8,64,1.0,3,14,126,3,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,e46fba6c25b6650ae85b410d9bf6fcb706ce64c37be1c241abd309575d106930,0b7c0a994b1c0976b72d5f7e4da3c051aeb29094d19682d8c661cc3c3a1d32f2
8,64,1.0,4,14,111,4,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,a0a53d91ae356375cda1d63ebdb2e7380763e9732ba3b0e1686f19582d2603c1,a34a3e5fc486840016bf73bb8fa7e60f4b4e00321917001dd2d01fe582669b26
8,64,1.0,5,16,140,5,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,149f30f576c287301fd60f7a6565f52cbfb7aa05963d70e31a9b7bd854177684,00ae341be774c672979493fad991ea1c175e3df7935b0028fcea33a77e9a0b05
8,64,1.0,6,19,140,6,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,73f62c674365a090cc042959253010990327ce555305f87734383afcc82f065b,5c1a40fdf8535cd6ee65b815c9d7faf67fe77ca5c8ad0dd3b3d6616b45488cef
8,64,1.0,7,16,132,7,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,f5d97f89dd8b5fa849c3da8d958d19c016ccb24eb5a56a03a426053a5856cbde,7cd7009fa6449a324a1fff3c1ec7233ac7c0692182effcc8da4fc22818e207d1
8,64,1.0,8,14,119,8,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,4632744a81aa950696f3b4ab7a225f0afb48db1630ea362a52f58e98c26bb7fc,c3f3dd06c262d2a7782d37d5c565dc7e46f042aec13c0951113d1896595ea210
8,64,1.0,9,19,145,9,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,96d185605d1e8774de1859d64cacc1968d57e3f35532a61370e30cb7655c361e,299d1de90405a9acf5189a628fa834da994fc7797b715cfbf808652fac9f84e2
8,64,2.0,0,28,278,0,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,3b2a8697c96c8ad98702df5d438bea140357139bc759b26c1460fb18b1cb1b26,d0702e2b78ae74093d3bfceb1036e221d53b2c780b8c0180afd819af02d671ca
8,64,2.0,1,26,251,1,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,2f93dbfc337aaf131e8bafb6cf7baab7c15b6378a201ee32a65d9c7153bebe5d,2613de8ac3b2100a967ac314dddf0d06f3468226f2b6d5357734a64be28cfa47
8,64,2.0,2,27,259,2,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,db396097c36b7eb19235c4c5e758289f49cb539d942a84e549f72c3151150ca9,0757b66210dcdb453bb7a39486ab45e44410ef958c8cafb5b5fa0f7692c39691
8,64,2.0,3,27,253,3,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,0048b2e4f9aa76019972c50ccef931d010a73eed24518886707bc8cf64226382,29bc1cd02d2abd0fe72341ec3d3f95b8a822ae180020f1041eac9b924d6acf86
8,64,2.0,4,23,220,4,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,0247363e96b5321bf5dd4c6eeedc154b5fc15a91637ba7446b6951f676cbf23f,ea83ac3bf9526d816b57accf0caddfc15785291b31b1e3ec6a795170fa9dc059
8,64,2.0,5,27,271,5,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,01d5c99d288b3990fc4927fc3b5d1153741dad1d4b7c13d4d12a244220b51182,fd6ece4e1ecb2335110ad5dd6bf722ed09caa503649f1337d2d93fa2170d6ac2
8,64,2.0,6,28,271,6,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,4fe4f6171fd9869fde84d6e9ee6a85c82ab78d28362cd63c55d806b4800d68c4,f9ed885e58676231d33addee5335eaab0682ae33f5f09be79f32dada6b7dffc9
8,64,2.0,7,33,258,7,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,51ffdafa182146f9c390b2ffb15bb6c36940a2e49b5039562b423e7b2f941052,399aad668307a70666d1f869930527c434859dcf559c070e716657b9c6f77cdd
8,64,2.0,8,25,241,8,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,131faa5252540df67fa082ac60646b68bdc67aa87243c122de83abed3f15a741,bb6f869fb6b6a4b8415983f26445ab0e9348bfca6db88bedb06c7865e80229bc
8,64,2.0,9,29,274,9,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,b3db264ce95d0bee9df029b4c3ce1dc673526337c4efc752cb8c7a54ed1ed972,2c3009eaf5cf4e5f1c079261dc01b8d89b19a5785f4ac4588a3576071d9f57ee
8,64,3.0,0,40,410,0,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,42890dfe31da36b17e492ff2914e04890ddc512a83cc297d55bb1f6bdbc74c8c,c0b92ff5a738eb699e44ac0d212931ff0348fabe612c8a481005e2d9e293cbee
8,64,3.0,1,36,376,1,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,a41d7ed3874dbdd4004c59fd73213b9fb728ec9c909b5812beff278933eb4aa6,07a07d838d9d00456231875a50fa5fb1ee7838bd4fe5287a3ffcb8042a84d522
8,64,3.0,2,39,387,2,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,ae92b65429589263e1caf900fc8c64fd40d2a6d7d0c85fec2121776c04f0abe4,34c4c09fbc1df68fc8b1b1474f8577ad839b5ac0cfaeb18b182abf8661a7c171
8,64,3.0,3,37,380,3,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,e0f46223cd58d3bd6829ecfd64b56f8bfe5a944fe187498a16b3f4ec72795f91,f1ee8d17af9c30e6fe28ece907d62456eff4c4a80788e162b11c1a7ff24ad5a7
8,64,3.0,4,34,339,4,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,decc9b34eabe5a27bf7d9f419273787615f5f21eb3813eb8d7722236dc8a41e9,4666ffab9f6f065558854bb5f3996ff308a53fd2800b66a8efa6c6cbbde3eddb
8,64,3.0,5,41,402,5,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,eca093627c38b7fcbcd43d3d9cdb362cd9e8ada207c266ccf7b374ee0419de61,6babd6c37946320b1f984697f6f155a6839f837c14825e57e8bc0dee0dcf5087
8,64,3.0,6,38,401,6,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,b4c4dac580dcb90f25bd25d1dcdb5479922ae53bc4f9991af7ac723cf253d0b9,6ca4832da87ed83b94c0fb37befa7b995c35798c2ff60494be22f5135687f926
8,64,3.0,7,42,385,7,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,2b02bb5fcad43905e4d5af36e84e8081f171b9cb870b94bf5a91619836ab818a,ed13e1a7455d9fded3b8411efd851acabe926f7a229c3b16c514a4f76b58efd2
8,64,3.0,8,37,364,8,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,dfb53ef4713f09acf4aed4ec5b9349f68b6509d9e9c0b7d8f4986e8687eb7e16,513197ab43fa00f1754a045a70c874c3ccb80f043cb3c77e9bb7f46dbc7ef341
8,64,3.0,9,40,403,9,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,082847eeab36586d96d5dd0286b2a827b1f3918bcc2bb6bba30acc90b67a46be,7c471a6c3f8135f1fc01a50ead7f5d8543d79494e6e49d2fd19ef395228d28e7
9,81,0.5,0,10,76,0,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,01f0794c912164cc6dc3a0721df3925a033a00b4ac5de1c650a1d7089e6950fd,9dbbd3c7190d1e7470edb56d8fdab31e75898be39646f9451dc4462f09f3b5c9
9,81,0.5,1,9,82,1,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,b0387586969203eac8411165d529368f57654160ec55bab094d4c1540fbc6219,bed5ee6bb390f3379320c32d6f532d4778645546823f707ca6403779bd11bdc1
9,81,0.5,2,10,84,2,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,914f80e6c36286586930abd1a2a46252e82e67057c7e878fee2df2d4695c8a3a,b5771599c06088f4de72618ad13b92920a20eddaf5c13589d8f2eb9116d3d801
9,81,0.5,3,10,80,3,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,0161dec66ea450da49ac734928c9eb689a3a3c641d544eff5a8e9837b6a4d8e9,ebfc82bb89fa73d8b83f7f1f97b6c10fec3375f24cf97cfecfcb5535acee8bff
9,81,0.5,4,10,100,4,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,5b39d28415438f71a9d6149b30146f94816556a2a36440f587e3ede80acc9861,9674abac5f419e42e7b1a05523bfc38a9329be86da179627d4c224ca2bfc11ea
9,81,0.5,5,10,92,5,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,c8dfee6c5e8212a1985e68ecaf9106ece125916e15b280a1eeb64f76e56e863f,41dceb955b9561d58cea080cba29c039e28f71484245191a77ecde1eff60dd86
9,81,0.5,6,8,67,6,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,969dfea27a6a9f53a89317b1cf13c9d64ed47f42c6514c0bb92aede81749da7c,01c92251919e5264865a38ba2595b83454480d1e3f2ecfc771f026d6968d841a
9,81,0.5,7,10,88,7,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,364fb91b1f1b55ebf74cbec3f4fa3f20a460628ccaa02980e9b33daf10b9f595,b0ab8a79e7c804c0798c8a4121f5a668947baa5848424b83392f3797b660369b
9,81,0.5,8,10,75,8,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,fc6b58d2558c46010223221107a61b8beaa472bac972c6940bf8b0caae6874ba,7439c43fb66206a89f27f4dc47e3b3efeee71201a19c8760c1f1ff2c390d1e50
9,81,0.5,9,11,96,9,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,5609e69585de3abfee8b093549bf2e170d99187c53ed8d4be0e0e291d01aa154,dd1c9f45da485993c3396386ea260da83619b7b1534f740452fa39c1b7944257
9,81,1.0,0,15,143,0,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,809edc2fd8a0aa344573247c4eeb2611be693fe47afe25bb940faabfe85a670d,c73a9e7e10f796bf31ed759b1fa35e67a4d9f39eff013af32720ad7b92495601
9,81,1.0,1,16,159,1,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,18ba0e1612fb6dd6e94dc92c1e8a3e32b862a066f8b97b9882428cc35d45ca7c,fe58c052290fd0b53fc69dea840adef7bc7a932ce7ead16c27ebcac7a9429790
9,81,1.0,2,18,165,2,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,2b7641e88f871c2162ea0964fca3a3f3a3215cea427cb3468f600c0925150a3c,aad88176975434cc1a12c33cdc083372c75ace9a2e05a44016e5edc5ab4b2f78
9,81,1.0,3,16,160,3,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,34d850723dec7eb3dd1cdaa70a5dd72a75d07c740471aac4dd576ed5d4fe3ca3,c6f035c8bbfb5a3613c07351ba9b2da2b7a393da415ec4d955166a4a0972ff47
9,81,1.0,4,17,177,4,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,506a62be4c6b865da53612dc5b85af359f9f01f8bc85c4ea20ebfd866792667a,991e2893e5fffd79517c002222a6cb44c181a432a12098bdc848ae8e86ef8433
9,81,1.0,5,16,175,5,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,fc06a652c0950c688c149e564e8031fdde78208d67b9431ebf5ac4cdc929857d,14446bc26730408f7b0c0e3652cc1af4ce28a079bb2781bd843c3dbf1459472d
9,81,1.0,6,17,175,6,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,ec1c9a35220576699849a3ee20c600b90329c54a3da539cf7af1aca2ca41c4bf,af6529b68027df8cf98a639315deb83097f4cf8460dfc7971146924f331b11db
9,81,1.0,7,16,165,7,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,44adf97e63942973194af0c0fc2f54a1ce943368d5778e14f83bdf534e940af5,a66a8af68ad92940420a6cd3913f84d1b3db3dfd577ed0e7b447c5c02686af56
9,81,1.0,8,14,151,8,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,dc533030c029700ad4168b538757365f054f4972769a290a83da1e8ded44923e,9a8bfb4d68f446b30193186435e2db7952986d7d51938ea474dd8a850193a0b3
9,81,1.0,9,18,179,9,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,fb286530b794c1a82c7171c57ba542efb5d2321e1511dc3a815853c73c41838c,a74586a12d6970f04c545834ca1b4191f52291fcb447a438b4c46937ea4b8498
9,81,2.0,0,28,348,0,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,a6537e5e10685861e4f3959fa578add6c7d008eb42aef84ad28dc24e787a1846,c9ac0540aac390908943fcf4885748e4b0b60c8c98c6bdb4ffcf08f7a7102502
9,81,2.0,1,27,318,1,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,a943b231d8e229d0f05f0bd20b9ea877ab7fa56daeacf7754cb887c5f25f3c2d,b53fe64891868d694066c049730a1ac217d1a42ec90b2d429a2f9ff161e2383f
9,81,2.0,2,30,327,2,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,6b8e9274fc1c6e2ff5abd0b628a386483174b48e6bead897fed08001d6e36acc,d13866bbece09462834111ad18f11cd2243d4f2fd7052f808d917c62e38e70f2
9,81,2.0,3,27,320,3,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,5a5bd04516ccc05a960eab65ab6a036dc8ba565cb96ee287c60b5a71fdf39bdd,7bc28c4d04cc76cfde5b877d519122924811d4a6671bad0c9502f4d9540c4951
9,81,2.0,4,26,283,4,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,45ac62fad302de5b916e65e9524a3f31671c5a3a60c9ac53b62d81f8a449c962,740470a07c433e37edc6f24b15708b7a4179c890284e687705f79d333212afd7
9,81,2.0,5,29,341,5,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,493faa3a6f04f37b41a66eebd93216fe5883e8a39d5e613d4a74c922e2bd783b,0dcc886d5d61c2f44af31d6a3b5af17369a942873810cf9da91c961cb1316561
9,81,2.0,6,29,340,6,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,034bb1f38a5030d165cb20ccbe2223b8e831fe022755e8b6046b84bb5aacce1f,548e440741f888b0b74a163369152e4db0e28297ba6511c2c10291b06d6c4037
9,81,2.0,7,29,325,7,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,be4e5ccab452f3f0f3fe1dc72953b6715a26cec3656abe7ee1672d00dad76a24,a85d8297cb3b0b0b57bd2380e784982bfb745b9a7e6a8d53252c58f0f6e9c02d
9,81,2.0,8,26,307,8,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,9d50de9fd66c2e41de5b167835504b34e265296fbcb7f272f2cc48086fd50eb3,f5f5d21766199b336136d8bf672d44d096a38716b071930c71629d015f0c3e36
9,81,2.0,9,29,343,9,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,57481b3b25c1919ff4443a3ddc6eb4d5c475a00af50f902015d5bcdf3de93425,d1dc95a74659242a96c5efcfa956d0e5770c4a1d01f31be9ea2619919f210e99
9,81,3.0,0,41,514,0,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,957f2b2d421263d418e9d51fc669b03fcd7342179e70459c3edf5fc02143196e,892648b243ff0332efbc1a3f1a6257323d14804541382e468a03a99b5f310a8d
9,81,3.0,1,36,477,1,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,e88ea2041200fc4ccbff3f7af645803ec902a9da0da109ef908065955bea0d15,78ec70fb020f5854eb5c44249ef470af03772c42fbcd7d7da145866e0f0d5dcc
9,81,3.0,2,39,489,2,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,8bd49eb802b0c1778265595736c1975df0117e2ad5ada63740d646b2d8df8e45,0ef31bdccbdc5914e7e29d220fda0bd10cd6c504154eb25eed024f9c05e35dcc
9,81,3.0,3,39,481,3,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,147a483125a4872cfcc6cbdcc7c6c4db08d19bd762dab6f79dbe398f896a4bc2,e73b17a8e7f447f85f0eb756efe3749ec6be405592aa90083fb633b02caedfe7
9,81,3.0,4,35,435,4,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,a43e5818bf59f82ab100965e8cf6874bbe44f16ac147c2f7435a9d2b3b0b21d3,468d525a60831f61fca7d69316d6b26ea1a78941bd1a84ce31a370763a3cb33c
9,81,3.0,5,40,506,5,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,b5cca43deaf066d0e1054d60c22904171482cf0541758f82855c4231cca6cf43,6003b7b43434aa5a64487f06971a9044f6b3f7b092442e9dbaca0df196b8ab11
9,81,3.0,6,39,505,6,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,cb778bd48e9d6389d187c798e3762ce61bf79322a597ae305694e5b932fc1ac4,43d7dfec5502ecaae7b4446100ca030e0e9ca6c5c887355923d81dec299b4145
9,81,3.0,7,38,486,7,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,da254b8d24fa4eac7cee6ac80cf14888da37b972ad750941ce1c8a091de4a18d,4e65895e661b3e186b6af9ecbaec0b960de858344698327359a0269b66c0723d
9,81,3.0,8,37,464,8,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,30bc1989338f6ebeb2b5a71c410c815529adcb00a97c789ffe8be1d7a5717365,8bfc4678ba2f9aac3974c619f654594c3193017f19942239859fbe157973a385
9,81,3.0,9,41,505,9,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,708150410356dc6cbfca6567ab20d06075146ed00c76b74039aae3349360be1a,0791a35e9c673e2e2a2a23406cbb36b8baa4a1d07d851bb162f223ef23b4a1a4
10,100,0.5,0,12,92,0,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,dc674901b1a317c82fc98d0275e27158a09de9acbd4560268bad904de23a9c38,9cdc7a8164b05376567d2ca82fbf05271da7e57bbc85c8a91f0c38808158d7c7
10,100,0.5,1,9,100,1,sparse_syk_majorana_v1,enumerate_lt_2m_else_binomial_rejection_v1,gaussian_std_sqrt_6_over_M_cubed_v1,networkx_greedy_largest_first_parent_v1,2.5.2,3.6.1,40e1ffa365b02d5717ee3d45b997d2d6d033be1f4fa775b48c617bce9b1e655a,44d3d6e3277ce99c7926db28673ee26d502789baeb6ee247c227e6db9284546b
