L,N,perm_kind,perm_idx,baseline,accounting_model,hall_decomposition_model,gamma_schedule_model,sampling_model,stim_seed,permutation_model,permutation_seed,permutation_sha256,numpy_version,cirq_version,openfermion_version,stim_version,n_ancillas,total_qubits,cnot_depth,total_cnots,n_fswap,n_2q_cnot_cz,total_idle_slots_layered,total_2q_gates_legacy,total_idle_slots_legacy,n_1q_hadamard,n_1q_other,n_1q_s_sdag,n_1q_rz,n_1q_pauli_z,spacetime_volume,p_2q,p_idle,mult_fidelity,mult_fidelity_legacy,stim_fidelity,stim_fidelity_ci_lo,stim_fidelity_ci_hi,stim_shots
5,25,random,9,folded,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,folded_boundary_l3_l6_v1,stim_flipsim_process_fidelity_sha256_row_key_v3,369471574344532093,build_benchmark_permutation_raster_v1,9,6e2369cd81b3ed2d309ae6f6694ee6132de9bd0989e27a64ac4ea9e099977ed2,2.5.2,1.7.0,1.8.1,1.16.0,0,25,50,360,85,190,530,275,325,0,0,0,0,16,1250,1e-05,1e-05,0.9911394436601679,0.9940179342332252,0.991252,0.9910675901766819,0.9914326355891001,1000000
5,25,random,10,1d,native_cnot_layers_stim_uniform_v2,not_applicable_1d,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,2000614241946821826,build_benchmark_permutation_raster_v1,10,caebab6f09f5e792dd99343842db2cc00d00bdffac949de355b4d81efdc41d62,2.5.2,1.7.0,1.8.1,1.16.0,0,25,46,260,130,0,630,130,315,0,0,0,0,0,1150,0.0001,0.0001,0.9148415022492933,0.9564734717958954,0.91525,0.9147025353306688,0.9157942743499858,1000000
5,25,random,10,1d,native_cnot_layers_stim_uniform_v2,not_applicable_1d,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,3952401296240259254,build_benchmark_permutation_raster_v1,10,caebab6f09f5e792dd99343842db2cc00d00bdffac949de355b4d81efdc41d62,2.5.2,1.7.0,1.8.1,1.16.0,0,25,46,260,130,0,630,130,315,0,0,0,0,0,1150,1e-05,1e-05,0.9911394436601679,0.9955598644281356,0.991207,0.9910221257053996,0.9913881004061121,1000000
5,25,random,10,ancilla,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,845085953777128170,build_benchmark_permutation_raster_v1,10,caebab6f09f5e792dd99343842db2cc00d00bdffac949de355b4d81efdc41d62,2.5.2,1.7.0,1.8.1,1.16.0,5,30,164,602,62,478,3716,540,3420,0,0,0,0,0,4920,0.0001,0.0001,0.6493252115282304,0.6729933696483402,0.661091,0.6601626556004404,0.6620181067554086,1000000
5,25,random,10,ancilla,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,250878338008665102,build_benchmark_permutation_raster_v1,10,caebab6f09f5e792dd99343842db2cc00d00bdffac949de355b4d81efdc41d62,2.5.2,1.7.0,1.8.1,1.16.0,5,30,164,602,62,478,3716,540,3420,0,0,0,0,0,4920,1e-05,1e-05,0.957738774757038,0.9611736414878933,0.959185,0.9587954315679686,0.9595710405649908,1000000
5,25,random,10,primitive,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,180320537220953848,build_benchmark_permutation_raster_v1,10,caebab6f09f5e792dd99343842db2cc00d00bdffac949de355b4d81efdc41d62,2.5.2,1.7.0,1.8.1,1.16.0,0,25,160,588,62,464,2824,526,2598,0,0,0,0,20,4000,0.0001,0.0001,0.7109045817007988,0.7316773645160795,0.711837,0.7109485054322603,0.7127238670477419,1000000
5,25,random,10,primitive,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,4587597366895774748,build_benchmark_permutation_raster_v1,10,caebab6f09f5e792dd99343842db2cc00d00bdffac949de355b4d81efdc41d62,2.5.2,1.7.0,1.8.1,1.16.0,0,25,160,588,62,464,2824,526,2598,0,0,0,0,20,4000,1e-05,1e-05,0.9664553581377393,0.9692427754605457,0.966553,0.9661988009477216,0.9669036145777172,1000000
5,25,random,10,pipelined,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,5213944440526666045,build_benchmark_permutation_raster_v1,10,caebab6f09f5e792dd99343842db2cc00d00bdffac949de355b4d81efdc41d62,2.5.2,1.7.0,1.8.1,1.16.0,0,25,124,540,62,416,2020,478,1794,0,0,0,0,20,3100,0.0001,0.0001,0.7741320591778448,0.7967523623093492,0.773849,0.7730280214039168,0.7746678746448191,1000000
5,25,random,10,pipelined,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,5064212210108997141,build_benchmark_permutation_raster_v1,10,caebab6f09f5e792dd99343842db2cc00d00bdffac949de355b4d81efdc41d62,2.5.2,1.7.0,1.8.1,1.16.0,0,25,124,540,62,416,2020,478,1794,0,0,0,0,20,3100,1e-05,1e-05,0.9747247768362963,0.9775360445322584,0.974674,0.9743642353179972,0.9749801178147063,1000000
5,25,random,10,folded,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,folded_boundary_l3_l6_v1,stim_flipsim_process_fidelity_sha256_row_key_v3,2943674270950860816,build_benchmark_permutation_raster_v1,10,caebab6f09f5e792dd99343842db2cc00d00bdffac949de355b4d81efdc41d62,2.5.2,1.7.0,1.8.1,1.16.0,0,25,48,314,62,190,572,252,346,0,0,0,0,16,1200,0.0001,0.0001,0.9152075303526432,0.9419500887047657,0.91523,0.9146824769675327,0.9157743328667797,1000000
5,25,random,10,folded,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,folded_boundary_l3_l6_v1,stim_flipsim_process_fidelity_sha256_row_key_v3,7794921153404998470,build_benchmark_permutation_raster_v1,10,caebab6f09f5e792dd99343842db2cc00d00bdffac949de355b4d81efdc41d62,2.5.2,1.7.0,1.8.1,1.16.0,0,25,48,314,62,190,572,252,346,0,0,0,0,16,1200,1e-05,1e-05,0.9911790902290735,0.994037814890119,0.991253,0.9910686005121854,0.9914336252459137,1000000
5,25,random,11,1d,native_cnot_layers_stim_uniform_v2,not_applicable_1d,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,6837590617206808699,build_benchmark_permutation_raster_v1,11,2fd918153b09aa6ab8adf24a1c84a7e2757608e9cbe7cfb987f1c291457bf1b4,2.5.2,1.7.0,1.8.1,1.16.0,0,25,38,256,128,0,438,128,219,0,0,0,0,0,950,0.0001,0.0001,0.9329501865037544,0.9658934654006902,0.933236,0.9327451016830008,0.9337235698132256,1000000
5,25,random,11,1d,native_cnot_layers_stim_uniform_v2,not_applicable_1d,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,1260947212693087176,build_benchmark_permutation_raster_v1,11,2fd918153b09aa6ab8adf24a1c84a7e2757608e9cbe7cfb987f1c291457bf1b4,2.5.2,1.7.0,1.8.1,1.16.0,0,25,38,256,128,0,438,128,219,0,0,0,0,0,950,1e-05,1e-05,0.9930839917270774,0.9965359962023838,0.993114,0.9929500143276379,0.9932741971326063,1000000
5,25,random,11,ancilla,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,2299565951067933033,build_benchmark_permutation_raster_v1,11,2fd918153b09aa6ab8adf24a1c84a7e2757608e9cbe7cfb987f1c291457bf1b4,2.5.2,1.7.0,1.8.1,1.16.0,5,30,160,590,56,478,3620,534,3372,0,0,0,0,0,4800,0.0001,0.0001,0.6563762836218061,0.6766375464779711,0.666975,0.6660506381187601,0.6678980790309745,1000000
5,25,random,11,ancilla,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,8106791276903312406,build_benchmark_permutation_raster_v1,11,2fd918153b09aa6ab8adf24a1c84a7e2757608e9cbe7cfb987f1c291457bf1b4,2.5.2,1.7.0,1.8.1,1.16.0,5,30,160,590,56,478,3620,534,3372,0,0,0,0,0,4800,1e-05,1e-05,0.9587736965655703,0.9616928180152278,0.960119,0.9597337041708631,0.9605007607862786,1000000
5,25,random,11,primitive,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,4841016953908787528,build_benchmark_permutation_raster_v1,11,2fd918153b09aa6ab8adf24a1c84a7e2757608e9cbe7cfb987f1c291457bf1b4,2.5.2,1.7.0,1.8.1,1.16.0,0,25,156,576,56,464,2748,520,2560,0,0,0,0,20,3900,0.0001,0.0001,0.7171884647506063,0.7349039996457841,0.717509,0.7166257686367453,0.7183905602659145,1000000
5,25,random,11,primitive,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,5482765240643549940,build_benchmark_permutation_raster_v1,11,2fd918153b09aa6ab8adf24a1c84a7e2757608e9cbe7cfb987f1c291457bf1b4,2.5.2,1.7.0,1.8.1,1.16.0,0,25,156,576,56,464,2748,520,2560,0,0,0,0,20,3900,1e-05,1e-05,0.9673062174303799,0.9696693382514961,0.966776,0.9664229363017423,0.9671254775104123,1000000
5,25,random,11,pipelined,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,2296072211771622530,build_benchmark_permutation_raster_v1,11,2fd918153b09aa6ab8adf24a1c84a7e2757608e9cbe7cfb987f1c291457bf1b4,2.5.2,1.7.0,1.8.1,1.16.0,0,25,120,528,56,416,1944,472,1756,0,0,0,0,20,3000,0.0001,0.0001,0.780974827462362,0.8002659726608224,0.780636,0.7798238589146343,0.7814459849903391,1000000
5,25,random,11,pipelined,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,6329846584203327279,build_benchmark_permutation_raster_v1,11,2fd918153b09aa6ab8adf24a1c84a7e2757608e9cbe7cfb987f1c291457bf1b4,2.5.2,1.7.0,1.8.1,1.16.0,0,25,120,528,56,416,1944,472,1756,0,0,0,0,20,3000,1e-05,1e-05,0.9755829164566676,0.9779662571827598,0.975535,0.9752303779087962,0.9758359686089405,1000000
5,25,random,11,folded,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,folded_boundary_l3_l6_v1,stim_flipsim_process_fidelity_sha256_row_key_v3,8508540553102871492,build_benchmark_permutation_raster_v1,11,2fd918153b09aa6ab8adf24a1c84a7e2757608e9cbe7cfb987f1c291457bf1b4,2.5.2,1.7.0,1.8.1,1.16.0,0,25,44,302,56,190,496,246,308,0,0,0,0,16,1100,0.0001,0.0001,0.9232973039102705,0.9461040087165641,0.923332,0.9228088965244642,0.9238518510630876,1000000
5,25,random,11,folded,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,folded_boundary_l3_l6_v1,stim_flipsim_process_fidelity_sha256_row_key_v3,6404522839250582788,build_benchmark_permutation_raster_v1,11,2fd918153b09aa6ab8adf24a1c84a7e2757608e9cbe7cfb987f1c291457bf1b4,2.5.2,1.7.0,1.8.1,1.16.0,0,25,44,302,56,190,496,246,308,0,0,0,0,16,1100,1e-05,1e-05,0.9920517160906729,0.9944752899535038,0.992023,0.9918467472778479,0.9921954725644272,1000000
5,25,random,12,1d,native_cnot_layers_stim_uniform_v2,not_applicable_1d,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,1152285947035342128,build_benchmark_permutation_raster_v1,12,77580718cabc93161e02b477bb55beb3c2db21a106b42e3f6753e046eece08cc,2.5.2,1.7.0,1.8.1,1.16.0,0,25,42,242,121,0,566,121,283,0,0,0,0,0,1050,0.0001,0.0001,0.9223744219793707,0.9604032600836853,0.922464,0.9219382027951798,0.922986551461119,1000000
5,25,random,12,1d,native_cnot_layers_stim_uniform_v2,not_applicable_1d,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,6600914748687935712,build_benchmark_permutation_raster_v1,12,77580718cabc93161e02b477bb55beb3c2db21a106b42e3f6753e046eece08cc,2.5.2,1.7.0,1.8.1,1.16.0,0,25,42,242,121,0,566,121,283,0,0,0,0,0,1050,1e-05,1e-05,0.9919525153831781,0.9959681297025413,0.992026,0.9918497797891211,0.9921984400301053,1000000
5,25,random,12,ancilla,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,5589879498211367369,build_benchmark_permutation_raster_v1,12,77580718cabc93161e02b477bb55beb3c2db21a106b42e3f6753e046eece08cc,2.5.2,1.7.0,1.8.1,1.16.0,5,30,164,592,57,478,3736,535,3430,0,0,0,0,0,4920,0.0001,0.0001,0.648676178435142,0.6726569402561234,0.660928,0.659999547562269,0.6618552160458909,1000000
5,25,random,12,ancilla,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,8655026744871116809,build_benchmark_permutation_raster_v1,12,77580718cabc93161e02b477bb55beb3c2db21a106b42e3f6753e046eece08cc,2.5.2,1.7.0,1.8.1,1.16.0,5,30,164,592,57,478,3736,535,3430,0,0,0,0,0,4920,1e-05,1e-05,0.9576430051892723,0.9611255837669831,0.95935,0.9589611822984895,0.9597352885667935,1000000
5,25,random,12,primitive,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,7323998810758439428,build_benchmark_permutation_raster_v1,12,77580718cabc93161e02b477bb55beb3c2db21a106b42e3f6753e046eece08cc,2.5.2,1.7.0,1.8.1,1.16.0,0,25,160,578,57,464,2844,521,2608,0,0,0,0,20,4000,0.0001,0.0001,0.7101939969408663,0.7313115989942415,0.709919,0.7090287642086478,0.7108076230071337,1000000
5,25,random,12,primitive,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,5316595672727023537,build_benchmark_permutation_raster_v1,12,77580718cabc93161e02b477bb55beb3c2db21a106b42e3f6753e046eece08cc,2.5.2,1.7.0,1.8.1,1.16.0,0,25,160,578,57,464,2844,521,2608,0,0,0,0,20,4000,1e-05,1e-05,0.9663587169508592,0.969194314291006,0.966217,0.9658610981832346,0.9665693199236546,1000000
5,25,random,12,pipelined,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,217192119436200671,build_benchmark_permutation_raster_v1,12,77580718cabc93161e02b477bb55beb3c2db21a106b42e3f6753e046eece08cc,2.5.2,1.7.0,1.8.1,1.16.0,0,25,124,530,57,416,2040,473,1804,0,0,0,0,20,3100,0.0001,0.0001,0.7733582753852142,0.7963540657954636,0.773367,0.7725454056229741,0.774186494128914,1000000
5,25,random,12,pipelined,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,8687510034913944652,build_benchmark_permutation_raster_v1,12,77580718cabc93161e02b477bb55beb3c2db21a106b42e3f6753e046eece08cc,2.5.2,1.7.0,1.8.1,1.16.0,0,25,124,530,57,416,2040,473,1804,0,0,0,0,20,3100,1e-05,1e-05,0.9746273087447577,0.9774871687075583,0.974573,0.9742626382931722,0.974879715615503,1000000
5,25,random,12,folded,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,folded_boundary_l3_l6_v1,stim_flipsim_process_fidelity_sha256_row_key_v3,7781217143502019828,build_benchmark_permutation_raster_v1,12,77580718cabc93161e02b477bb55beb3c2db21a106b42e3f6753e046eece08cc,2.5.2,1.7.0,1.8.1,1.16.0,0,25,48,304,57,190,592,247,356,0,0,0,0,16,1200,0.0001,0.0001,0.9142927345558736,0.9414792078460031,0.913906,0.9133546333618622,0.9144541866445942,1000000
5,25,random,12,folded,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,folded_boundary_l3_l6_v1,stim_flipsim_process_fidelity_sha256_row_key_v3,7956236984292929224,build_benchmark_permutation_raster_v1,12,77580718cabc93161e02b477bb55beb3c2db21a106b42e3f6753e046eece08cc,2.5.2,1.7.0,1.8.1,1.16.0,0,25,48,304,57,190,592,247,356,0,0,0,0,16,1200,1e-05,1e-05,0.9910799767802378,0.9939881139934027,0.991074,0.9908877600267504,0.9912564671065857,1000000
5,25,random,13,1d,native_cnot_layers_stim_uniform_v2,not_applicable_1d,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,7216259008263750236,build_benchmark_permutation_raster_v1,13,1d0da06b781195b4105649ecd5bc0f9c5df24213c1995d43b24c6de7b92bcbc5,2.5.2,1.7.0,1.8.1,1.16.0,0,25,40,240,120,0,520,120,260,0,0,0,0,0,1000,0.0001,0.0001,0.9268126844296865,0.962711111616401,0.926764,0.926251742299444,0.9272729789204354,1000000
5,25,random,13,1d,native_cnot_layers_stim_uniform_v2,not_applicable_1d,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,6765935012374801613,build_benchmark_permutation_raster_v1,13,1d0da06b781195b4105649ecd5bc0f9c5df24213c1995d43b24c6de7b92bcbc5,2.5.2,1.7.0,1.8.1,1.16.0,0,25,40,240,120,0,520,120,260,0,0,0,0,0,1000,1e-05,1e-05,0.9924287692636204,0.9962071919353024,0.992339,0.9921662069151709,0.9925080104993114,1000000
5,25,random,13,ancilla,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,7915133714394070440,build_benchmark_permutation_raster_v1,13,1d0da06b781195b4105649ecd5bc0f9c5df24213c1995d43b24c6de7b92bcbc5,2.5.2,1.7.0,1.8.1,1.16.0,5,30,164,622,72,478,3676,550,3400,0,0,0,0,0,4920,0.0001,0.0001,0.6506252265347671,0.6736667333124484,0.661538,0.6606099525069337,0.6624648064146642,1000000
5,25,random,13,ancilla,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,1547308613811629460,build_benchmark_permutation_raster_v1,13,1d0da06b781195b4105649ecd5bc0f9c5df24213c1995d43b24c6de7b92bcbc5,2.5.2,1.7.0,1.8.1,1.16.0,5,30,164,622,72,478,3676,550,3400,0,0,0,0,0,4920,1e-05,1e-05,0.9579303426259778,0.9612697641387082,0.959655,0.9592675745802538,0.9600388939417482,1000000
5,25,random,13,primitive,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,9061697234135381420,build_benchmark_permutation_raster_v1,13,1d0da06b781195b4105649ecd5bc0f9c5df24213c1995d43b24c6de7b92bcbc5,2.5.2,1.7.0,1.8.1,1.16.0,0,25,160,608,72,464,2784,536,2578,0,0,0,0,20,4000,0.0001,0.0001,0.7123278848592448,0.7324094444641672,0.712721,0.7118333144816823,0.7136070512066467,1000000
5,25,random,13,primitive,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,987670099150757844,build_benchmark_permutation_raster_v1,13,1d0da06b781195b4105649ecd5bc0f9c5df24213c1995d43b24c6de7b92bcbc5,2.5.2,1.7.0,1.8.1,1.16.0,0,25,160,608,72,464,2784,536,2578,0,0,0,0,20,4000,1e-05,1e-05,0.9666486695064169,0.9693397050691399,0.966799,0.9664460536411271,0.967148359994321,1000000
5,25,random,13,pipelined,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,3588541542685197431,build_benchmark_permutation_raster_v1,13,1d0da06b781195b4105649ecd5bc0f9c5df24213c1995d43b24c6de7b92bcbc5,2.5.2,1.7.0,1.8.1,1.16.0,0,25,124,560,72,416,1980,488,1774,0,0,0,0,20,3100,0.0001,0.0001,0.7756819501663739,0.7975495530608002,0.776126,0.7753079514760653,0.776941927078734,1000000
5,25,random,13,pipelined,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,4382030397309091042,build_benchmark_permutation_raster_v1,13,1d0da06b781195b4105649ecd5bc0f9c5df24213c1995d43b24c6de7b92bcbc5,2.5.2,1.7.0,1.8.1,1.16.0,0,25,124,560,72,416,1980,488,1774,0,0,0,0,20,3100,1e-05,1e-05,0.9749197422623841,0.9776338035133745,0.974661,0.9743511584011121,0.9749671948314688,1000000
5,25,random,13,folded,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,folded_boundary_l3_l6_v1,stim_flipsim_process_fidelity_sha256_row_key_v3,5514820957541275575,build_benchmark_permutation_raster_v1,13,1d0da06b781195b4105649ecd5bc0f9c5df24213c1995d43b24c6de7b92bcbc5,2.5.2,1.7.0,1.8.1,1.16.0,0,25,48,334,72,190,532,262,326,0,0,0,0,16,1200,0.0001,0.0001,0.9170398687593925,0.9428925570733154,0.916919,0.9163764379881615,0.9174583588697528,1000000
5,25,random,13,folded,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,folded_boundary_l3_l6_v1,stim_flipsim_process_fidelity_sha256_row_key_v3,7486439139825826845,build_benchmark_permutation_raster_v1,13,1d0da06b781195b4105649ecd5bc0f9c5df24213c1995d43b24c6de7b92bcbc5,2.5.2,1.7.0,1.8.1,1.16.0,0,25,48,334,72,190,532,262,326,0,0,0,0,16,1200,1e-05,1e-05,0.9913773468634057,0.9941372241390343,0.991257,0.9910726418602689,0.9914375838670988,1000000
5,25,random,14,1d,native_cnot_layers_stim_uniform_v2,not_applicable_1d,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,7458049417515103982,build_benchmark_permutation_raster_v1,14,5a3aa5d2e4fc4bd7f48502b47154293c5a0acf3ea9dc311c6da652674ed10257,2.5.2,1.7.0,1.8.1,1.16.0,0,25,46,386,193,0,378,193,189,0,0,0,0,0,1150,0.0001,0.0001,0.9264420149609686,0.9625185790211889,0.926455,0.9259417527358501,0.9269649708580417,1000000
5,25,random,14,1d,native_cnot_layers_stim_uniform_v2,not_applicable_1d,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,525252737193409333,build_benchmark_permutation_raster_v1,14,5a3aa5d2e4fc4bd7f48502b47154293c5a0acf3ea9dc311c6da652674ed10257,2.5.2,1.7.0,1.8.1,1.16.0,0,25,46,386,193,0,378,193,189,0,0,0,0,0,1150,1e-05,1e-05,0.9923890727083032,0.9961872678910845,0.992433,0.992261250090776,0.9926009666015149,1000000
5,25,random,14,ancilla,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,966755411536302666,build_benchmark_permutation_raster_v1,14,5a3aa5d2e4fc4bd7f48502b47154293c5a0acf3ea9dc311c6da652674ed10257,2.5.2,1.7.0,1.8.1,1.16.0,5,30,162,632,77,478,3596,555,3360,0,0,0,0,0,4860,0.0001,0.0001,0.6551958100315988,0.6760288162188288,0.666811,0.6658865249316598,0.6677341934780686,1000000
5,25,random,14,ancilla,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,6775640021566348313,build_benchmark_permutation_raster_v1,14,5a3aa5d2e4fc4bd7f48502b47154293c5a0acf3ea9dc311c6da652674ed10257,2.5.2,1.7.0,1.8.1,1.16.0,5,30,162,632,77,478,3596,555,3360,0,0,0,0,0,4860,1e-05,1e-05,0.9586011319686445,0.96160626912362,0.960162,0.959776902234408,0.9605435623923695,1000000
5,25,random,14,primitive,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,8701229607147064254,build_benchmark_permutation_raster_v1,14,5a3aa5d2e4fc4bd7f48502b47154293c5a0acf3ea9dc311c6da652674ed10257,2.5.2,1.7.0,1.8.1,1.16.0,0,25,158,618,77,464,2714,541,2543,0,0,0,0,20,3950,0.0001,0.0001,0.7166149147514185,0.7346100821372262,0.716735,0.7158510403122049,0.7176172945370105,1000000
5,25,random,14,primitive,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,6321513624143863596,build_benchmark_permutation_raster_v1,14,5a3aa5d2e4fc4bd7f48502b47154293c5a0acf3ea9dc311c6da652674ed10257,2.5.2,1.7.0,1.8.1,1.16.0,0,25,158,618,77,464,2714,541,2543,0,0,0,0,20,3950,1e-05,1e-05,0.9672288356413891,0.969630552059764,0.967324,0.9669737443864519,0.9676706652154801,1000000
5,25,random,14,pipelined,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,6612256984432412738,build_benchmark_permutation_raster_v1,14,5a3aa5d2e4fc4bd7f48502b47154293c5a0acf3ea9dc311c6da652674ed10257,2.5.2,1.7.0,1.8.1,1.16.0,0,25,122,570,77,416,1910,493,1739,0,0,0,0,20,3050,0.0001,0.0001,0.7803502662296148,0.7999459142845157,0.780517,0.7797047012490868,0.7813271435701503,1000000
5,25,random,14,pipelined,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,9011131241869633838,build_benchmark_permutation_raster_v1,14,5a3aa5d2e4fc4bd7f48502b47154293c5a0acf3ea9dc311c6da652674ed10257,2.5.2,1.7.0,1.8.1,1.16.0,0,25,122,570,77,416,1910,493,1739,0,0,0,0,20,3050,1e-05,1e-05,0.975504872554929,0.9779271391192486,0.975314,0.9750080487177584,0.9756162994978965,1000000
5,25,random,14,folded,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,folded_boundary_l3_l6_v1,stim_flipsim_process_fidelity_sha256_row_key_v3,8003716004415325694,build_benchmark_permutation_raster_v1,14,5a3aa5d2e4fc4bd7f48502b47154293c5a0acf3ea9dc311c6da652674ed10257,2.5.2,1.7.0,1.8.1,1.16.0,0,25,46,344,77,190,462,267,291,0,0,0,0,16,1150,0.0001,0.0001,0.9225589245386893,0.9457256238755336,0.922475,0.9219492368109331,0.9229975173608541,1000000
5,25,random,14,folded,native_cnot_layers_stim_uniform_v2,canonical_augmenting_v1,folded_boundary_l3_l6_v1,stim_flipsim_process_fidelity_sha256_row_key_v3,3844234417309534456,build_benchmark_permutation_raster_v1,14,5a3aa5d2e4fc4bd7f48502b47154293c5a0acf3ea9dc311c6da652674ed10257,2.5.2,1.7.0,1.8.1,1.16.0,0,25,46,344,77,190,462,267,291,0,0,0,0,16,1150,1e-05,1e-05,0.9919723547310754,0.9944355115385868,0.991771,0.9915920383517394,0.9919461834266234,1000000
5,25,random,15,1d,native_cnot_layers_stim_uniform_v2,not_applicable_1d,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,5306162011669571014,build_benchmark_permutation_raster_v1,15,c0c26b256ff2f7fa25cbadecd3660ca9221296c82a4c45e8a28c232724eccbdd,2.5.2,1.7.0,1.8.1,1.16.0,0,25,48,312,156,0,576,156,288,0,0,0,0,0,1200,0.0001,0.0001,0.915024497998648,0.9565691287087661,0.914941,0.9143926346311522,0.915486177423515,1000000
5,25,random,15,1d,native_cnot_layers_stim_uniform_v2,not_applicable_1d,not_applicable,stim_flipsim_process_fidelity_sha256_row_key_v3,7556664811260841071,build_benchmark_permutation_raster_v1,15,c0c26b256ff2f7fa25cbadecd3660ca9221296c82a4c45e8a28c232724eccbdd,2.5.2,1.7.0,1.8.1,1.16.0,0,25,48,312,156,0,576,156,288,0,0,0,0,0,1200,1e-05,1e-05,0.9911592667463868,0.9955698201263369,0.991137,0.9909514056145664,0.9913188210347478,1000000
