L,N,method,gamma_method,gamma_schedule_model,cirq_version,openfermion_version,numpy_version,pandas_version,matplotlib_version,networkx_version,accounting_model,rotation_inventory_model,hall_decomposition_model,n_ancillas,total_qubits,cnot_depth,total_2q_gates,total_cnot_equiv,total_idle_slots,total_idle_slots_layered,n_1q_nonz,n_exact_t,n_synth_rz,spacetime_volume,p_2q,p_idle,p_1q,mult_fidelity,mult_fidelity_legacy,verification_error
9,81,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,81,280,3076,4496,9076,13688,244,432,352,22680,0.001,0.001,0.001,1.2555612428424916e-08,5.245814414557047e-06,
9,81,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,81,280,3076,4496,9076,13688,244,432,352,22680,0.0001,0.0001,0.0001,0.1622704443557629,0.2966326530757449,
9,81,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,81,280,3076,4496,9076,13688,244,432,352,22680,1e-05,1e-05,1e-05,0.833733969265235,0.885572803627621,
9,81,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,9,90,668,4656,6076,42528,47968,244,432,352,60120,0.001,0.001,0.001,3.2903771835718625e-24,3.1477226183763317e-21,
9,81,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,9,90,668,4656,6076,42528,47968,244,432,352,60120,0.0001,0.0001,0.0001,0.0044955366138568495,0.008927347722851205,
9,81,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,9,90,668,4656,6076,42528,47968,244,432,352,60120,1e-05,1e-05,1e-05,0.5824903255281583,0.6238518496627975,
10,100,1d_baseline,,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,100,532,7175,14350,12250,24500,401,360,1040,53200,0.001,0.001,0.001,1.315883918490298e-17,3.6275114313952175e-09,
10,100,1d_baseline,,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,100,532,7175,14350,12250,24500,401,360,1040,53200,0.0001,0.0001,0.0001,0.020543837467280876,0.14333121595549544,
10,100,1d_baseline,,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,100,532,7175,14350,12250,24500,401,360,1040,53200,1e-05,1e-05,1e-05,0.6780719047163467,0.8234512157476888,
10,100,gamma_2d_core,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,100,144,2162,3262,5276,7876,401,360,1040,14400,0.001,0.001,0.001,1.4467978709210933e-05,0.0005862750668326812,
10,100,gamma_2d_core,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,100,144,2162,3262,5276,7876,401,360,1040,14400,0.0001,0.0001,0.0001,0.3282907291889892,0.4752866456277749,
10,100,gamma_2d_core,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,100,144,2162,3262,5276,7876,401,360,1040,14400,1e-05,1e-05,1e-05,0.8945982386060661,0.9283185203955223,
10,100,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,100,272,4133,6142,10134,14916,401,360,1040,27200,0.001,0.001,0.001,7.080290269190083e-10,6.321505499405347e-07,
10,100,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,100,272,4133,6142,10134,14916,401,360,1040,27200,0.0001,0.0001,0.0001,0.12173541765833075,0.24008281809818524,
10,100,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,100,272,4133,6142,10134,14916,401,360,1040,27200,1e-05,1e-05,1e-05,0.8101133904476914,0.8670395264317482,
10,100,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,10,110,712,5925,7934,56790,62452,401,360,1040,78320,0.001,0.001,0.001,2.608881024616737e-31,5.618159859429885e-28,
10,100,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,10,110,712,5925,7934,56790,62452,401,360,1040,78320,0.0001,0.0001,0.0001,0.000877045265005328,0.001888799955211063,
10,100,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,10,110,712,5925,7934,56790,62452,401,360,1040,78320,1e-05,1e-05,1e-05,0.49467043831782886,0.5341101778362652,
11,121,1d_baseline,,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,121,728,10285,20570,23474,46948,1090,88,3422,88088,0.001,0.001,0.001,4.598689018640622e-30,2.1444554130689267e-15,
11,121,1d_baseline,,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,121,728,10285,20570,23474,46948,1090,88,3422,88088,0.0001,0.0001,0.0001,0.0011683794070657468,0.034181565310350354,
11,121,1d_baseline,,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,121,728,10285,20570,23474,46948,1090,88,3422,88088,1e-05,1e-05,1e-05,0.5090630621408938,0.7134865535810003,
11,121,gamma_2d_core,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,121,164,2490,3700,8330,12444,1090,88,3422,19844,0.001,0.001,0.001,9.665891597934394e-08,1.9887610473908137e-05,
11,121,gamma_2d_core,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,121,164,2490,3700,8330,12444,1090,88,3422,19844,0.0001,0.0001,0.0001,0.19899397613751602,0.3388986771953296,
11,121,gamma_2d_core,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,121,164,2490,3700,8330,12444,1090,88,3422,19844,1e-05,1e-05,1e-05,0.8509168981245004,0.8974476033404243,
11,121,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,121,308,4927,7294,15556,22680,1090,88,3422,37268,0.001,0.001,0.001,9.461153433701034e-14,1.2586220408517947e-09,
11,121,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,121,308,4927,7294,15556,22680,1090,88,3422,37268,0.0001,0.0001,0.0001,0.049909202220423596,0.12894073202949222,
11,121,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,121,308,4927,7294,15556,22680,1090,88,3422,37268,1e-05,1e-05,1e-05,0.7410097479023869,0.8147849837602533,
11,121,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,11,132,784,7291,9658,75970,84172,1090,88,3422,103488,0.001,0.001,0.001,1.6973063808882772e-41,6.639191315792207e-37,
11,121,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,11,132,784,7291,9658,75970,84172,1090,88,3422,103488,0.0001,0.0001,0.0001,8.410292754734495e-05,0.00024201367315702363,
11,121,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,11,132,784,7291,9658,75970,84172,1090,88,3422,103488,1e-05,1e-05,1e-05,0.3912906317009755,0.4349108710287289,
12,144,1d_baseline,,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,144,724,15156,30312,21816,43632,433,966,516,104256,0.001,0.001,0.001,7.420982065799647e-33,8.614512212423665e-17,
12,144,1d_baseline,,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,144,724,15156,30312,21816,43632,433,966,516,104256,0.0001,0.0001,0.0001,0.0006144581443335028,0.024788266263163765,
12,144,1d_baseline,,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,144,724,15156,30312,21816,43632,433,966,516,104256,1e-05,1e-05,1e-05,0.47737940915858057,0.6909264860740111,
12,144,gamma_2d_core,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,144,164,3650,5738,8540,12140,431,968,492,23616,0.001,0.001,0.001,1.7052910161779033e-08,5.0501174052480245e-06,
12,144,gamma_2d_core,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,144,164,3650,5738,8540,12140,431,968,492,23616,0.0001,0.0001,0.0001,0.16731292861200445,0.2955075318214033,
12,144,gamma_2d_core,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,144,164,3650,5738,8540,12140,431,968,492,23616,1e-05,1e-05,1e-05,0.8362891153666718,0.8852363482105421,
12,144,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,144,316,6794,10464,17228,24576,431,968,492,45504,0.001,0.001,0.001,5.952610120832889e-16,3.648868098830181e-11,
12,144,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,144,316,6794,10464,17228,24576,431,968,492,45504,0.0001,0.0001,0.0001,0.030071565794722713,0.09050772090863886,
12,144,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,144,316,6794,10464,17228,24576,431,968,492,45504,1e-05,1e-05,1e-05,0.7044050367245476,0.7864538773563601,
12,144,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,12,156,844,9426,13096,96900,105472,431,968,492,131664,0.001,0.001,0.001,3.0255753851371274e-52,6.311042659444398e-47,
12,144,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,12,156,844,9426,13096,96900,105472,431,968,492,131664,0.0001,0.0001,0.0001,7.085976417807636e-06,2.410402629007327e-05,
12,144,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,12,156,844,9426,13096,96900,105472,431,968,492,131664,1e-05,1e-05,1e-05,0.3055365314105803,0.34532636751233003,
13,169,1d_baseline,,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,169,1016,20280,40560,45292,90584,1860,104,5812,171704,0.001,0.001,0.001,1.0384555415698356e-57,3.222507628493431e-29,
13,169,1d_baseline,,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,169,1016,20280,40560,45292,90584,1860,104,5812,171704,0.0001,0.0001,0.0001,2.0146687589099445e-06,0.0014193902771647917,
13,169,1d_baseline,,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,169,1016,20280,40560,45292,90584,1860,104,5812,171704,1e-05,1e-05,1e-05,0.2694300283961513,0.5190664970850568,
13,169,gamma_2d_core,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,169,196,3848,5876,14274,21372,1860,104,5812,33124,0.001,0.001,0.001,1.4468489104050625e-12,1.3359113241221908e-08,
13,169,gamma_2d_core,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,169,196,3848,5876,14274,21372,1860,104,5812,33124,0.0001,0.0001,0.0001,0.06555038148174894,0.1632796970243835,
13,169,gamma_2d_core,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,169,196,3848,5876,14274,21372,1860,104,5812,33124,1e-05,1e-05,1e-05,0.7614876213386703,0.8342510471891637,
13,169,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,169,364,7616,11592,26342,38332,1860,104,5812,61516,0.001,0.001,0.001,2.0297109465328457e-22,1.757313227005006e-15,
13,169,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,169,364,7616,11592,26342,38332,1860,104,5812,61516,0.0001,0.0001,0.0001,0.006787655822969464,0.033508042266038277,
13,169,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,169,364,7616,11592,26342,38332,1860,104,5812,61516,1e-05,1e-05,1e-05,0.6069902830446957,0.7120681200566552,
13,169,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,13,182,928,10836,14812,125748,139272,1860,104,5812,168896,0.001,0.001,0.001,1.1186334771903492e-67,4.4941116490022863e-60,
13,169,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,13,182,928,10836,14812,125748,139272,1860,104,5812,168896,0.0001,0.0001,0.0001,2.0318062577901248e-07,1.1693260911979663e-06,
13,169,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,13,182,928,10836,14812,125748,139272,1860,104,5812,168896,1e-05,1e-05,1e-05,0.21419944666302537,0.25516450370791793,
14,196,1d_baseline,,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,196,1052,27979,55958,47138,94276,1177,616,3304,206192,0.001,0.001,0.001,5.266937225724429e-66,2.2949808769844752e-33,
14,196,1d_baseline,,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,196,1052,27979,55958,47138,94276,1177,616,3304,206192,0.0001,0.0001,0.0001,2.9860290591804003e-07,0.0005464457026256497,
14,196,1d_baseline,,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,196,1052,27979,55958,47138,94276,1177,616,3304,206192,1e-05,1e-05,1e-05,0.22260697381051128,0.47181243498927755,
14,196,gamma_2d_core,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,196,208,5294,8430,16068,23908,1177,616,3304,40768,0.001,0.001,0.001,8.887062855573896e-15,5.223474554479429e-10,
14,196,gamma_2d_core,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,196,208,5294,8430,16068,23908,1177,616,3304,40768,0.0001,0.0001,0.0001,0.03940109383398284,0.11809016724484254,
14,196,gamma_2d_core,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,196,208,5294,8430,16068,23908,1177,616,3304,40768,1e-05,1e-05,1e-05,0.7236976264131734,0.8076543730458653,
14,196,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,196,384,9985,15654,30206,43956,1177,616,3304,75264,0.001,0.001,0.001,1.2553162500749954e-26,3.4398324604337976e-18,
14,196,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,196,384,9985,15654,30206,43956,1177,616,3304,75264,0.0001,0.0001,0.0001,0.0025765652386437066,0.017965519016690166,
14,196,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,196,384,9985,15654,30206,43956,1177,616,3304,75264,1e-05,1e-05,1e-05,0.5509545384865042,0.6690396121892691,
14,196,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,14,210,1000,13505,19174,156110,171652,1177,616,3304,210000,0.001,0.001,0.001,1.2129871812442684e-83,1.9965741778756446e-74,
14,196,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,14,210,1000,13505,19174,156110,171652,1177,616,3304,210000,0.0001,0.0001,0.0001,5.153683199051466e-09,4.2987858072205504e-08,
14,196,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,14,210,1000,13505,19174,156110,171652,1177,616,3304,210000,1e-05,1e-05,1e-05,0.14833685542096145,0.1833866560008703,
15,225,1d_baseline,,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,225,1300,37125,74250,72000,144000,1126,960,2716,292500,0.001,0.001,0.001,1.471652663001041e-95,3.8362125371270044e-48,
15,225,1d_baseline,,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,225,1300,37125,74250,72000,144000,1126,960,2716,292500,0.0001,0.0001,0.0001,3.3193188864162845e-10,1.8218998014205624e-05,
15,225,1d_baseline,,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,225,1300,37125,74250,72000,144000,1126,960,2716,292500,1e-05,1e-05,1e-05,0.11275804928842695,0.33579465345420106,
15,225,gamma_2d_core,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,225,256,6514,10564,23872,36472,1126,960,2716,57600,0.001,0.001,0.001,3.650095247428569e-21,6.265060002067643e-14,
15,225,gamma_2d_core,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,225,256,6514,10564,23872,36472,1126,960,2716,57600,0.0001,0.0001,0.0001,0.00906046173879195,0.04789462757079923,
15,225,gamma_2d_core,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,not_applicable,0,225,256,6514,10564,23872,36472,1126,960,2716,57600,1e-05,1e-05,1e-05,0.6247758386034031,0.7379630530086959,
15,225,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,225,448,12009,19090,42582,62620,1126,960,2716,100800,0.001,0.001,0.001,3.133595573183846e-36,1.9035651471801723e-24,
15,225,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,225,448,12009,19090,42582,62620,1126,960,2716,100800,0.0001,0.0001,0.0001,0.0002826196443432641,0.0042562236746162664,
15,225,gamma_2d_proper,folded,folded_zero_extra_ge7_v1,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,0,225,448,12009,19090,42582,62620,1126,960,2716,100800,1e-05,1e-05,1e-05,0.4417089554947416,0.5793127860532129,
15,225,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,15,240,1100,16317,23398,194886,217204,1126,960,2716,264000,0.001,0.001,0.001,2.8549476409257844e-105,1.6975000359161725e-92,
15,225,gamma_2d_ancilla,ancilla,not_applicable,1.7.0,1.8.1,2.5.2,3.0.5,3.11.1,3.6.1,native_cnot_layers_uniform_nonentangling_v2,ffft_commuting_pauli_rotations_v1,canonical_augmenting_v1,15,240,1100,16317,23398,194886,217204,1126,960,2716,264000,0.0001,0.0001,0.0001,3.550302931737453e-11,6.716014139352118e-10,
